file,datetime,date,time,stage,stage_name,prev_stage,transition,incident_state,continuity_min,refire_count,predicted_fault_type,unified_risk_score,unified_risk_level,hot_area,hot_score,affected_areas,propagation_chain,flow_signals,maxcapa_signals,M16HUB_score,M14_score,M14B_score,M16A_score,M16B_score,M16_score,M16_PKT_score,M16_WT_score,M16HUB_signals,M14_signals,M14B_signals,M16A_signals,M16B_signals,M16HUB_ra,M14_ra,M14B_ra,M16A_ra,M16B_ra,M16HUB_rb_diff30,M14_rb_diff30,M14B_rb_diff30,M16A_rb_diff30,M16B_rb_diff30,M16HUB_rd_fab,M16HUB_stb_util,M16HUB_rev_count,M16HUB_rev_lids,sla_M14,sla_M14B,sla_M16A,sla_M16B,sla_M16HUB,sorter_M14,sorter_M14B,sorter_M16A,sorter_M16B,sorter_M16HUB,reason,M16HUB_pts_RA,M16HUB_pts_RA_sus,M16HUB_pts_RB,M16HUB_pts_RB_fast,M16HUB_pts_RC,M16HUB_pts_RD,M16HUB_pts_SLA,M16HUB_pts_SORT,M16HUB_pts_MAXCAPA,M14_pts_RA,M14_pts_RA_sus,M14_pts_RB,M14_pts_RB_fast,M14_pts_RC,M14_pts_RD,M14_pts_SLA,M14_pts_SORT,M14_pts_MAXCAPA,M14B_pts_RA,M14B_pts_RA_sus,M14B_pts_RB,M14B_pts_RB_fast,M14B_pts_RC,M14B_pts_RD,M14B_pts_SLA,M14B_pts_SORT,M14B_pts_MAXCAPA,M16A_pts_RA,M16A_pts_RA_sus,M16A_pts_RB,M16A_pts_RB_fast,M16A_pts_RC,M16A_pts_RD,M16A_pts_SLA,M16A_pts_SORT,M16A_pts_MAXCAPA,M16B_pts_RA,M16B_pts_RA_sus,M16B_pts_RB,M16B_pts_RB_fast,M16B_pts_RC,M16B_pts_RD,M16B_pts_SLA,M16B_pts_SORT,M16B_pts_MAXCAPA,layer1_total,flow_score,sla_score_total,sorter_score_total,mc_score_total,M16HUB_ra_count,M14_ra_count,M14B_ra_count,M16A_ra_count,M16B_ra_count,M16HUB_rb_diff10,M14_rb_diff10,M14B_rb_diff10,M16A_rb_diff10,M16B_rb_diff10,M16HUB_rc_trend,M14_cnv_skew,M14_rd_oht,M14B_rd_oht,M16A_rd_oht,M16B_rd_oht,M16HUB_sla_cnt,M14_sla_cnt,M16A_sla_cnt,M16B_sla_cnt,M16A_sorter_fail,M16B_sorter_fail,M16HUB_score_raw,M14_score_raw,M14B_score_raw,M16A_score_raw,M16B_score_raw
M16A_HUBROOM_PR.csv,2026-06-26 07:42,2026-06-26,07:42,3,3단계 ⭐확정,1,1→3,IN_INCIDENT,484,6,HUB-MLUD,55,,M16HUB,25,M16HUB,"M16_PKT(06:42,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,25,10,0,5,10,0,0,0,RA+RC+RD,RA_sus+SLA,,RA_sus,RA_sus+RB_fast,4.18,2.76,2.99,2.32,2.57,-11,-16,1,54,4,0,100.00,3,"6ABL6031,6ABL0111,6ABL0121",18.68,0,6.82,9.17,0,41,16,31,14,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.18분/기준9.0),R-C'(역증가3개:6ABL6031,6ABL0111,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(18.7%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+14/10분)]",10,0,0,0,8,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,50,0,5,0,0,2,0,0,0,0,-41,-38,10,-56,14,-3,0.55,81.91,83.79,84.57,78.33,0,175,51,75,0,0,25,10,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:43,2026-06-26,07:43,3,3단계 ⭐확정,3,,IN_INCIDENT,485,6,HUB-MLUD,60,경계,M16HUB,30,M16HUB,"M16_PKT(06:43,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,30,10,0,5,10,0,0,0,RA+RA_sus+RC+RD,RA_sus+SLA,,RA_sus,RA_sus+RB_fast,10.44,2.72,2.95,2.52,2.83,0,-10,11,51,6,0,100.00,3,"6ABL6012,6ABL0112,6ABL0121",19.77,0,6.66,9.59,0,41,18,27,9,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=10.44분/기준9.0),R-A_sus,R-C'(역증가3개:6ABL6012,6ABL0112,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(19.8%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+12/10분)]",10,5,0,0,8,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,55,0,5,0,0,3,0,0,0,0,-35,-38,11,-66,12,-8,0.54,82.59,78.66,82.29,77.48,0,192,45,71,0,0,30,10,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:44,2026-06-26,07:44,1,1단계 조기경보,3,3→1,IN_INCIDENT,486,6,HUB-MLUD,50,,M16HUB,25,M16HUB,"M16_PKT(06:44,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,25,10,0,5,5,0,0,0,RA+RC+RD,RA_sus+SLA,,RA_sus,RA_sus,4.47,3.01,3.22,2.50,2.21,6,-6,2,32,3,0,100.00,2,"6ABL6022,6ABL0121",20.48,0,6.34,5.80,0,40,16,30,16,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.47분/기준9.0),R-C'(역증가2개:6ABL6022,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(20.5%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus]",10,0,0,0,8,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,45,0,5,0,0,3,0,0,0,0,-33,-40,9,-68,9,-18,0.55,83.37,77.60,82.63,79.60,0,181,38,38,0,0,25,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 07:45,2026-06-26,07:45,3,3단계 ⭐확정,1,1→3,IN_INCIDENT,487,6,HUB-MLUD,55,,M16HUB,25,M16HUB,"M16_PKT(06:45,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,25,10,0,5,10,0,0,0,RA+RC+RD,RA_sus+SLA,,RA_sus,RA_sus+RB_fast,5.80,2.94,2.79,2.38,2.86,-14,-15,-3,32,-2,0,100.00,3,"6ABL6022,6ABL0112,6ABL0121",19.40,0,6.15,9.93,0,37,17,33,14,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=5.80분/기준9.0),R-C'(역증가3개:6ABL6022,6ABL0112,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(19.4%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+11/10분)]",10,0,0,0,8,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,50,0,5,0,0,3,0,0,0,0,-30,-36,10,-54,11,-11,0.55,84.34,76.02,82.97,83.85,0,182,48,81,0,0,25,10,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:46,2026-06-26,07:46,1,1단계 조기경보,3,3→1,IN_INCIDENT,488,6,HUB-MLUD,42,,M16HUB,17,M16HUB,"M16_PKT(06:46,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,17,10,0,5,5,0,0,0,RA+RD,RA_sus+SLA,,RA_sus,RA_sus,4.85,2.43,3.45,2.27,2.60,2,-3,4,37,-5,0,100.00,5,"6ABL6011,6ABL6031,6ABL0111,6ABL0121,6ABL0122",19.29,0,6.56,10.31,0,34,15,26,14,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.85분/기준9.0),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(19.3%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus]",10,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,5,0,0,3,0,0,0,0,1,-12,16,-54,9,10,0.54,83.85,77.08,82.86,81.30,0,164,46,73,0,0,17,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 07:47,2026-06-26,07:47,3,3단계 ⭐확정,1,1→3,IN_INCIDENT,489,6,HUB-MLUD,52,,M16HUB,17,M16HUB,"M16_PKT(06:47,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,17,10,0,5,10,5,0,0,RA+RD,RA_sus+SLA,,RA_sus,RA_sus+RB_fast,13.60,2.75,3.01,2.37,2.28,-11,-4,3,12,-10,0,100.00,4,"6ABL6011,6ABL6031,6ABL0121,6ABL0122",18.79,0,6.18,5.75,0,39,18,22,11,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=13.60분/기준9.0),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,SLA(18.8%4분초과)]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+16/10분)]; M16[R-B_fast(+10/10분)]",10,0,0,0,0,7,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,47,0,5,0,0,4,0,0,0,0,11,-2,21,-28,16,4,0.58,84.24,80.90,82.17,80.31,0,171,39,35,0,0,17,10,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:48,2026-06-26,07:48,3,3단계 ⭐확정,3,,IN_INCIDENT,490,6,HUB-MLUD,45,,M16HUB,25,M16HUB,"M16_PKT(06:48,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,25,5,0,5,10,0,0,0,RA+RC+RD,RA_sus,,RA_sus,RA_sus+RB_fast,4.98,2.81,2.97,2.38,2.69,-12,1,1,22,-9,0,100.00,3,"6ABL6011,6ABL0121,6ABL0122",18.35,0,6.45,8.65,0,36,16,21,12,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.98분/기준9.0),R-C'(역증가3개:6ABL6011,6ABL0121,6ABL0122),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+11/10분)]",10,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,45,0,0,0,0,4,0,0,0,0,23,15,17,-27,11,-1,0.59,80.84,81.55,79.54,78.61,0,149,47,63,0,0,25,5,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:49,2026-06-26,07:49,3,3단계 ⭐확정,3,,IN_INCIDENT,491,6,HUB-MLUD,55,,M16HUB,30,M16HUB,"M16_PKT(06:49,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,30,5,0,5,10,5,0,0,RA+RB_fast+RC+RD,RA_sus,,RA_sus,RA_sus+RB_fast,12.20,2.63,3.26,2.25,2.36,-5,4,1,22,-23,0,100.00,2,"6ABL6022,6ABL0122",16.95,0,6.14,4.92,0,37,18,23,14,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=12.20분/기준9.0),R-B_fast(+30/10분),R-C'(역증가2개:6ABL6022,6ABL0122),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+12/10분)]; M16[R-B_fast(+33/10분)]",10,0,0,5,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,55,0,0,0,0,4,0,0,0,0,30,21,22,-16,12,-7,0.61,79.67,80.76,80.00,75.50,0,151,41,32,0,0,30,5,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:50,2026-06-26,07:50,3,3단계 ⭐확정,3,,IN_INCIDENT,492,6,HUB-MLUD,37,,M16HUB,17,M16HUB,"M16_PKT(06:50,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,17,10,0,5,5,0,0,0,RA+RD,RA_sus+RB_fast,,RA_sus,RA_sus,4.66,2.54,2.99,2.47,2.79,3,-1,3,32,-24,0,100.00,3,"6ABL6021,6ABL0121,6ABL0122",17.52,0,5.62,10.19,0,40,19,26,16,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.66분/기준9.0),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+28/10분)]; M16A[R-A_sus]; M16B[R-A_sus]",10,0,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,37,0,0,0,0,4,0,0,0,0,25,28,14,6,-2,3,0.62,76.07,79.58,80.34,72.38,0,174,46,84,0,0,17,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 07:51,2026-06-26,07:51,3,3단계 ⭐확정,3,,IN_INCIDENT,493,6,HUB-MLUD,47,,M16HUB,22,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,22,10,0,5,5,5,0,0,RA+RA_sus+RD,RA_sus+RB_fast,,RA_sus,RA_sus,11.12,2.77,3.51,2.36,2.86,10,13,3,33,-34,0,100.00,3,"6ABL6011,6ABL0112,6ABL0121",17.27,0,5.38,10.52,0,37,18,23,14,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=11.12분/기준9.0),R-A_sus,R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+27/10분)]; M16A[R-A_sus]; M16B[R-A_sus]; M16[R-B_fast(+32/10분)]",10,5,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,47,0,0,0,0,4,0,0,0,0,29,27,0,16,-22,1,0.62,78.99,80.11,82.51,77.62,0,152,39,79,0,0,22,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 07:52,2026-06-26,07:52,3,3단계 ⭐확정,3,,IN_INCIDENT,494,6,HUB-MLUD,42,,M16HUB,17,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",,,17,10,0,5,5,5,0,0,RA+RD,RA_sus+RB_fast,,RA_sus,RA_sus,4.79,2.59,3.13,2.31,2.33,-4,3,5,18,-25,0,100.00,5,"6ABL6011,6ABL6031,6ABL0112,6ABL0121,6ABL0122",16.33,0,5.30,9.17,0,44,21,24,14,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.79분/기준9.0),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus,R-B_fast(+30/10분)]; M16A[R-A_sus]; M16B[R-A_sus]; M16[R-B_fast(+11/10분)]",10,0,0,0,0,7,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,42,0,0,0,0,4,0,0,0,0,23,30,-2,21,-18,10,0.61,76.36,76.94,81.94,76.63,0,152,42,77,0,0,17,10,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 07:53,2026-06-26,07:53,3,3단계 ⭐확정,3,,IN_INCIDENT,495,6,HUB-MLUD,55,,M16HUB,30,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",M16B_10F_TO_HUB=1.8x(주의),,30,5,0,5,5,5,0,0,RA+RA_sus+RC+RD,RA_sus,,RA_sus,RA_sus,8.85,2.56,2.90,2.57,2.76,-12,-7,7,-18,1,0,100.00,4,"6ABL6011,6ABL6021,6ABL0112,6ABL0121",15.86,0,5.23,9.14,0,39,20,23,13,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=8.85분/기준9.0),R-A_sus,R-C'(역증가4개:6ABL6011,6ABL6021,6ABL0112,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus]; M16[R-B_fast(+22/10분)]; 흐름:M16B_10F_TO_HUB=1.8x(주의)",10,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,50,5,0,0,0,3,0,0,0,0,6,12,-3,17,4,-9,0.65,78.70,81.95,84.00,84.70,0,134,37,69,0,0,30,5,0,5,5
M16A_HUBROOM_PR.csv,2026-06-26 07:54,2026-06-26,07:54,3,3단계 ⭐확정,3,,IN_INCIDENT,496,6,HUB-MLUD,60,경계,M16HUB,30,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",M16B_10F_TO_HUB=1.8x(주의),,30,5,0,5,10,0,0,5,RA+RA_sus+RC+RD,RA_sus,,RA_sus,RA_sus+RB_fast,8.27,2.83,3.26,2.27,2.40,1,-3,7,-34,8,0,100.00,3,"6ABL6021,6ABL6022,6ABL0121",16.32,0,5.17,6.37,0,41,21,23,13,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=8.27분/기준9.0),R-A_sus,R-C'(역증가3개:6ABL6021,6ABL6022,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+13/10분)]; M16_WT[R-A_sus]; 흐름:M16B_10F_TO_HUB=1.8x(주의)",10,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,55,5,0,0,0,3,0,0,0,0,10,5,1,9,13,-3,0.65,81.61,82.74,82.40,84.70,0,151,33,43,0,0,30,5,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:55,2026-06-26,07:55,3,3단계 ⭐확정,3,,IN_INCIDENT,497,6,HUB-MLUD,65,경계,M16HUB,30,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",M16A_2F_TO_HUB=1.7x(주의);M16B_10F_TO_HUB=1.9x(주의),,30,5,0,5,10,0,0,5,RA+RA_sus+RC+RD,RA_sus,,RA_sus,RA_sus+RB_fast,4.00,2.62,2.71,2.52,2.76,-4,-4,-1,-31,11,0,100.00,4,"6ABL6031,6ABL0111,6ABL0112,6ABL0121",15.38,0,5.95,10.22,0,36,17,24,13,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.00분/기준9.0),R-A_sus,R-C'(역증가4개:6ABL6031,6ABL0111,6ABL0112,6ABL0121),R-D(FAB저장=0.0%,STB=100.0%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+19/10분)]; M16_WT[R-A_sus]; 흐름:M16A_2F_TO_HUB=1.7x(주의);M16B_10F_TO_HUB=1.9x(주의)",10,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,55,10,0,0,0,3,0,0,0,0,10,8,4,2,19,-2,0.65,85.21,83.93,84.57,87.11,0,153,45,88,0,0,30,5,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:56,2026-06-26,07:56,3,3단계 ⭐확정,3,,IN_INCIDENT,498,6,HUB-MLUD,60,경계,M16HUB,25,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",M16A_2F_TO_HUB=1.6x(주의);M16B_10F_TO_HUB=1.6x(주의),,25,5,0,5,10,0,0,5,RA+RC+RD,RA_sus,,RA_sus,RA_sus+RB_fast,4.25,2.62,3.16,2.50,2.74,-4,-11,-4,-21,10,0,99.41,3,"6ABL0111,6ABL0112,6ABL0122",15.21,0,5.97,11.17,0,43,19,27,16,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.25분/기준9.0),R-C'(역증가3개:6ABL0111,6ABL0112,6ABL0122),R-D(FAB저장=0.0%,STB=99.4%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+18/10분)]; M16_WT[R-A_sus]; 흐름:M16A_2F_TO_HUB=1.6x(주의);M16B_10F_TO_HUB=1.6x(주의)",10,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,50,10,0,0,0,3,0,0,0,0,-2,-10,-3,-5,18,-8,0.64,85.12,85.38,86.86,83.71,0,137,40,87,0,0,25,5,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:57,2026-06-26,07:57,3,3단계 ⭐확정,3,,IN_INCIDENT,499,6,HUB-MLUD,65,경계,M16HUB,30,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",M16A_2F_TO_HUB=1.6x(주의);M16B_10F_TO_HUB=1.6x(주의),,30,5,0,5,10,0,0,5,RA+RA_sus+RC+RD,RA_sus,,RA_sus,RA_sus+RB_fast,14.57,2.61,3.04,2.60,2.25,-10,-23,2,-26,-2,0,99.41,2,"6ABL0111,6ABL0112",15.75,0,5.23,7.93,0,36,16,29,14,0,"hot_area=M16HUB; S3확정; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=14.57분/기준9.0),R-A_sus,R-C'(역증가2개:6ABL0111,6ABL0112),R-D(FAB저장=0.0%,STB=99.4%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,R-B_fast(+14/10분)]; M16_WT[R-A_sus]; 흐름:M16A_2F_TO_HUB=1.6x(주의);M16B_10F_TO_HUB=1.6x(주의)",10,5,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,55,10,0,0,0,3,0,0,0,0,-5,-19,1,-2,14,-6,0.64,87.16,83.40,86.97,82.44,0,151,31,54,0,0,30,5,0,5,10
M16A_HUBROOM_PR.csv,2026-06-26 07:58,2026-06-26,07:58,1,1단계 조기경보,3,3→1,IN_INCIDENT,500,6,HUB-MLUD,60,경계,M16HUB,25,M16HUB,"M16_PKT(06:59,RA+RA_sus) → M16B(07:00,RA_sus+RB_fast+SLA) → M16HUB(07:07,RC+RD) → M14(07:12,RA_sus+RB_fast+SLA) → M16A(07:12,RA_sus+RB_fast+SLA) → M16(07:15,RB+RB_fast)",M16A_2F_TO_HUB=1.6x(주의),,25,5,0,5,10,0,0,5,RA+RC+RD,RA_sus,,RA_sus,RA_sus+SLA,4.37,2.58,2.98,2.23,2.63,-12,-17,-4,-14,-5,0,99.41,2,"6ABL6031,6ABL0112",16.25,0,6.15,10.92,0,37,15,31,17,0,"hot_area=M16HUB; S1조기경보; 발동: M16HUB[R-A'(AVGTOTALTIME1MIN=4.37분/기준9.0),R-C'(역증가2개:6ABL6031,6ABL0112),R-D(FAB저장=0.0%,STB=99.4%)]; M14[R-A_sus]; M16A[R-A_sus]; M16B[R-A_sus,SLA(10.9%4분초과)]; M16_WT[R-A_sus]; 흐름:M16A_2F_TO_HUB=1.6x(주의)",10,0,0,0,8,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,50,5,5,0,0,3,0,0,0,0,-3,-18,1,12,6,-3,0.62,86.19,83.53,88.11,80.31,0,138,42,91,0,0,25,5,0,5,10
